LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-122.2682163,37.8334776,673,45TH ST,,OAKLAND,,,94609,13-1093-37,a635a19ced5f54b9
-122.2528975,37.8220449,581,EL DORADO AV,,OAKLAND,,,94611,12-932-93,29fe1a53796fef8d
-122.2528917,37.8221065,577,EL DORADO AV,,OAKLAND,,,94611,12-932-93,b5546bb32db4d12a
-122.1843609,37.7906581,4445,DAVENPORT AV,,OAKLAND,,,94619,37-2540-24,3c2f21ade1a5e63e
-122.1225292,37.6736505,17760,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,fef209927a6250f7
-122.1224754,37.6735612,17780,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,d506bfb1c9bccc61
-122.1224202,37.6734709,17800,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,069a84b701011cc4
-122.1223003,37.6732915,17856,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,206c56e64cb61ac3
-122.1221856,37.6731124,17880,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,f71afaa705149eaa
-122.1221278,37.6730254,17900,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,9343ee29bf11b2a5
-122.1220739,37.672934,17950,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,52c729504ca1a238
-122.1220133,37.672847,18000,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,d7c5829b5b4f7c45
-122.1219552,37.6727551,18030,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,cfd788c622385030
-122.1218408,37.6725789,18050,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,dfe7b84eae239785
-122.1217842,37.6724875,18070,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,6c6d6f4edd0a0886
-122.1217276,37.6723979,18100,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,5b38c51ddfbcb820
-122.1216697,37.6723087,18150,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,09c842de212a6601
-122.1216104,37.6722185,18200,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,a835986ce52e8e7d
-122.1215511,37.6721293,18200,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,a2b774a0fa772cac
-122.1213472,37.6717854,18400,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,c8f12f54e5c6bf8d
-122.1219,37.6726648,18040,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,6b3c830f8f58e892
-122.1222411,37.6732046,17860,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,d0c549ef953af7e4
-122.1223582,37.6733818,17850,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,0827b195446a6796
-122.1210551,37.6712972,18502,HESPERIAN BL,,HAYWARD,,,94541,412-71-23-4,0a9e4a6ac0e17033
-122.1219237,37.6723071,18074,HESPERIAN BL,,SAN LORENZO,,,94580,412-71-24-8,e45d7064deb21668
-122.1226084,37.6737328,17750,HESPERIAN BL,,HAYWARD,,,94541,412-71-24-8,3f7fce0df90fa6fe
-122.1215001,37.6720186,18250,HESPERIAN BL,,HAYWARD,,,94541,412-71-24-8,9d7d9843779d0527
-122.1214526,37.6719442,18300,HESPERIAN BL,,HAYWARD,,,94541,412-71-24-8,1130574f035dad2e
-122.1214051,37.6718699,18350,HESPERIAN BL,,HAYWARD,,,94541,412-71-24-8,da5c58e27c9e553b
-122.1229217,37.6740383,17630,HESPERIAN BL,,HAYWARD,,,94541,412-71-24-8,65db6ba232812241
-122.1211649,37.6714566,18444,HESPERIAN BL,,HAYWARD,,,94541,412-71-24-8,34cfb0183105e503
-122.2887287,37.8558296,1030,GRAYSON ST,,BERKELEY,,,94710,53-1661-54,29fb0c54404b81be
-121.8117917,37.6864728,451,DISCOVERY DR,,LIVERMORE,,,94551,904-12-51,cacffae516d9e11e
-121.8101779,37.6864221,1100,VOYAGER ST,,LIVERMORE,,,94551,904-12-51,8c48992acc9c20c4
-122.125896,37.7248197,2314,LAKEVIEW DR,,SAN LEANDRO,,,94577,79-26-27,6dc701399bb27916
-122.1273849,37.726719,1861,ASTOR DR,,SAN LEANDRO,,,94577,79-26-3-1,4c332b7da68d2ebb
-122.1269921,37.7273617,1881,ASTOR DR,,SAN LEANDRO,,,94577,79-26-3-1,5177095e37ec759c
-122.0524185,37.6817723,23354,MAUD AV,,HAYWARD,,,94541,417-210-91,956a281e60e7f52d
-122.0525054,37.6818868,23350,MAUD AV,,HAYWARD,,,94541,417-210-90,c46f13eb3d294edd
-122.0523607,37.6816438,23386,MAUD AV,,HAYWARD,,,94541,417-210-95,2c12e1aab59b97ca
-122.0523839,37.6816965,23358,MAUD AV,,HAYWARD,,,94541,417-210-95,c6ec3f852bb660ed
-121.8698329,37.700673,4011,PIMLICO DR,,PLEASANTON,,,94588,946-1101-35-4,6add5701898756e2
-121.9591312,37.5365927,40837,HIGH ST,,FREMONT,,,94538,525-1692-1,3a37708256d9ccb7
-121.9591312,37.5365927,40849,HIGH ST,,FREMONT,,,94538,525-1692-1,12489f4c90727abc
-122.0507383,37.7031903,5182,CROW CANYON RD,,CASTRO VALLEY,,,94552,85-1520-6-1,9ea1157a2de5bde4
-122.0515754,37.7031986,5782,CROW CANYON RD,,CASTRO VALLEY,,,94552,85-1520-6-1,fa9374b7670c7ef6
-122.2589314,37.8937463,1033,MILLER AV,,BERKELEY,,,94708,63-2969-34-38,cc9edb925bafb7d3
-122.0689072,37.6615812,1155,PALISADE ST,,HAYWARD,,,94542,445-170-38-4,181754c6048b7a52
-122.0193882,37.5915144,1328,DECOTO RD,STE 130,UNION CITY,,,94587,87-19-20,06a99b88cd71e371
-122.0193882,37.5915144,1328,DECOTO RD,STE 140,UNION CITY,,,94587,87-19-20,09fd3c105269d4fb
-122.0193882,37.5915144,1328,DECOTO RD,STE 160,UNION CITY,,,94587,87-19-20,d3839e268c760cec
-122.0193882,37.5915144,1330,DECOTO RD,,UNION CITY,,,94587,87-19-20,ba0d858639e96682
-122.0193882,37.5915144,1320,DECOTO RD,,UNION CITY,,,94587,87-19-20,7de08d112f405b69
-122.0193882,37.5915144,1328,DECOTO RD,,UNION CITY,,,94587,87-19-20,95db38438dfda0ff
-122.0193882,37.5915144,1328,DECOTO RD,STE 100,UNION CITY,,,94587,87-19-20,ebaef60a506a415f
-122.0193882,37.5915144,1328,DECOTO RD,STE 120,UNION CITY,,,94587,87-19-20,5addf209070c8852
-122.0193882,37.5915144,1328,DECOTO RD,STE 124,UNION CITY,,,94587,87-19-20,479075dca5972b1d
-122.0884764,37.6121072,2571,ADMIRAL CI,,HAYWARD,,,94545,456-102-169,41962b01cf8a6d5a
-122.0886338,37.6120496,202,RIPTIDE WY,,HAYWARD,,,94545,456-102-168,8f158b57da4a4d47
-122.0887794,37.6119902,204,RIPTIDE WY,,HAYWARD,,,94545,456-102-167,ee19d7f94a66a5d2
-122.0886307,37.6117671,29008,MARINA DR,,HAYWARD,,,94545,456-102-166,6787de42f3b496d7
-122.0885472,37.6116376,29010,MARINA DR,,HAYWARD,,,94545,456-102-165,099a98344f785317
-122.0884767,37.6115244,29012,MARINA DR,,HAYWARD,,,94545,456-102-164,af1561f55ece9a2f
-122.0882345,37.6115574,2678,ADMIRAL CI,,HAYWARD,,,94545,456-102-163,7e7005982c64ed4a
-122.0883076,37.611675,2676,ADMIRAL CI,,HAYWARD,,,94545,456-102-162,980f8d302cb63f47
-122.0883727,37.6117902,2674,ADMIRAL CI,,HAYWARD,,,94545,456-102-161,9bc62f5721f86ed6
-122.0883848,37.6119333,2673,ADMIRAL CI,,HAYWARD,,,94545,456-102-160,fc766e8511224b0f
-122.0881198,37.6117719,2668,ADMIRAL CI,,HAYWARD,,,94545,456-102-159,ecf61f3eae8308e2
-122.0880317,37.6116428,2670,ADMIRAL CI,,HAYWARD,,,94545,456-102-158,9a0486b193930762
-122.0878268,37.6117304,2664,ADMIRAL CI,,HAYWARD,,,94545,456-102-157,f40d85c248237098
-122.0879111,37.6118529,2662,ADMIRAL CI,,HAYWARD,,,94545,456-102-156,08adda60e459d6dc
-122.0877253,37.6119307,2658,ADMIRAL CI,,HAYWARD,,,94545,456-102-155,4fd1b695f767115f
-122.0876303,37.6118042,2660,ADMIRAL CI,,HAYWARD,,,94545,456-102-154,decfe0c9c8a81c04
-122.087431,37.6118844,2656,ADMIRAL CI,,HAYWARD,,,94545,456-102-153,8055238af2625790
-122.0875089,37.6120212,2654,ADMIRAL CI,,HAYWARD,,,94545,456-102-152,c4a6d01c91dd4f2e
-122.0873273,37.6120921,2650,ADMIRAL CI,,HAYWARD,,,94545,456-102-151,08450393ae43323e
-122.0872357,37.611963,2652,ADMIRAL CI,,HAYWARD,,,94545,456-102-150,fb170a1a8a9d05b4
-122.0870316,37.6120463,2648,ADMIRAL CI,,HAYWARD,,,94545,456-102-149,9f43e0b0f718efd4
-122.0871124,37.6121767,2646,ADMIRAL CI,,HAYWARD,,,94545,456-102-148,dabd8b94f7a4272f
-122.0870271,37.612522,2643,ADMIRAL CI,,HAYWARD,,,94545,456-102-147,be5c41bdf7367d1a
-122.0870987,37.6126438,2641,ADMIRAL CI,,HAYWARD,,,94545,456-102-146,00131b19b92d383c
-122.0871727,37.6127584,2639,ADMIRAL CI,,HAYWARD,,,94545,456-102-145,db79bd270c01f442
-122.0873097,37.6125503,2647,ADMIRAL CI,,HAYWARD,,,94545,456-102-144,c340706fad9e5780
-122.0872398,37.6124363,2745,ADMIRAL CI,,HAYWARD,,,94545,456-102-143,1d62021bf74daa72
-122.0874422,37.6123471,2651,ADMIRAL CI,,HAYWARD,,,94545,456-102-142,7ce1a982603f9a5b
-122.0875108,37.6124637,2649,ADMIRAL CI,,HAYWARD,,,94545,456-102-141,47fb7e2c33c7473c
-122.0878076,37.6124914,2653,ADMIRAL CI,,HAYWARD,,,94545,456-102-140,90caa1fd49c0245b
-122.0877336,37.6123768,2655,ADMIRAL CI,,HAYWARD,,,94545,456-102-139,13ae617adca264a8
-122.0876602,37.612262,2657,ADMIRAL CI,,HAYWARD,,,94545,456-102-138,580368e7ebfc100e
-122.087836,37.6121864,2663,ADMIRAL CI,,HAYWARD,,,94545,456-102-137,10cd12229b1a62ed
-122.0879118,37.6123051,2661,ADMIRAL CI,,HAYWARD,,,94545,456-102-136,343961d6ea32cf76
-122.0879858,37.6124197,2659,ADMIRAL CI,,HAYWARD,,,94545,456-102-135,7abbdf7c92e66bcb
-122.0882152,37.6123271,2560,ADMIRAL CI,,HAYWARD,,,94545,456-102-134,5362d7972953f359
-122.0881412,37.6122126,2562,ADMIRAL CI,,HAYWARD,,,94545,456-102-133,327b4cd6f056a943
-122.0880702,37.6120985,2665,ADMIRAL CI,,HAYWARD,,,94545,456-102-132,939e6721c3aba5ee
-122.0882216,37.6127867,2544,ADMIRAL CI,,HAYWARD,,,94545,456-102-131,9e41f8eec983ff1a
-122.0881476,37.6126721,2546,ADMIRAL CI,,HAYWARD,,,94545,456-102-130,1cb574a66fefb0ec
-122.0880737,37.6125543,2548,ADMIRAL CI,,HAYWARD,,,94545,456-102-129,761ac33314ac5b9d
-122.0883024,37.6124509,2556,ADMIRAL CI,,HAYWARD,,,94545,456-102-128,4d41d8b74ae3cb6f
-122.0883308,37.6124973,2558,ADMIRAL CI,,HAYWARD,,,94545,456-102-128,9890c9b99406ef37
-122.088365,37.6125762,2554,ADMIRAL CI,,HAYWARD,,,94545,456-102-127,d6abb7d76b8134a3
-122.088439,37.6126907,2552,ADMIRAL CI,,HAYWARD,,,94545,456-102-126,12bbcf07a8d39225
-122.0884704,37.6127391,2550,ADMIRAL CI,,HAYWARD,,,94545,456-102-126,1b14de9035ef3c3f
-122.0888128,37.6128414,2559,ADMIRAL CI,,HAYWARD,,,94545,456-102-125,ccf2ad2c745c449d
-122.088939,37.6129901,2557,ADMIRAL CI,,HAYWARD,,,94545,456-102-124,eea57af4884e2528
-122.0890283,37.6127588,29006,MARINA DR,,HAYWARD,,,94545,456-102-123,172e8f617a34cdfb
-122.0889686,37.6126247,2561,ADMIRAL CI,,HAYWARD,,,94545,456-102-122,4a4eb53362cefa14
-122.0887476,37.6125305,2563,ADMIRAL CI,,HAYWARD,,,94545,456-102-121,9d72beecf33afd64
-122.0889454,37.6124483,2565,ADMIRAL CI,,HAYWARD,,,94545,456-102-120,732688084f313a82
-122.0888367,37.6122787,203,RIPTIDE WY,,HAYWARD,,,94545,456-102-119,6f5363c6a065a4ba
-122.0886326,37.612357,201,RIPTIDE WY,,HAYWARD,,,94545,456-102-118,886ad850dde3b83a
-122.264381,37.8068683,274,19TH ST,,OAKLAND,,,94612,8-635-2-1,c30c58786e228f48
-122.2404947,37.7878217,1826,E 15TH ST,,OAKLAND,,,94606,20-164-25,6286a276d67824dd
-122.2404947,37.7878217,1825,GLEASON WY,,OAKLAND,,,94606,20-164-25,e6c8f66a576e4175
-122.2695888,37.8032714,1314,FRANKLIN ST,,OAKLAND,,,94612,2-55-2,be71131cd030aeb1
-121.8666583,37.6654698,4000,BOTTARINI CT,,PLEASANTON,,,94566,946-4631-43,55c989221a45386d
-121.8667528,37.6653853,4006,BOTTARINI CT,,PLEASANTON,,,94566,946-4631-42,2f76962241c9a72f
-121.8671401,37.6654065,4013,BOTTARINI CT,,PLEASANTON,,,94566,946-4631-40,3abf0c31971f46b3
-121.8672402,37.6653076,4019,BOTTARINI CT,,PLEASANTON,,,94566,946-4631-40,c8994e6f45d297b3
-121.8670366,37.6654888,4007,BOTTARINI CT,,PLEASANTON,,,94566,946-4631-39,6cbf0cec407b764c
-121.8669301,37.6655663,4001,BOTTARINI CT,,PLEASANTON,,,94566,946-4631-38,18ed04014cf24183
-121.866571,37.6659067,3898,STANLEY BL,,PLEASANTON,,,94566,946-4631-37,7c9e4812b9cafc4e
-121.8664917,37.6660297,3892,STANLEY BL,,PLEASANTON,,,94566,946-4631-36,ea4df4f606bc64a3
-121.8664114,37.6661031,3886,STANLEY BL,,PLEASANTON,,,94566,946-4631-35,f0e50193e9678aa2
-121.8663128,37.6662187,3880,STANLEY BL,,PLEASANTON,,,94566,946-4631-34,45be12eb43441be6
-121.8661989,37.6662887,3874,STANLEY BL,,PLEASANTON,,,94566,946-4631-33,50ed277723bbd241
-121.8661255,37.6663768,3868,STANLEY BL,,PLEASANTON,,,94566,946-4631-32,060320f476493db0
-121.8660199,37.66647,3862,STANLEY BL,,PLEASANTON,,,94566,946-4631-31,117c0f479fd209b5
-121.8659398,37.6665549,3856,STANLEY BL,,PLEASANTON,,,94566,946-4631-30,b27a303dae17588c
-121.8658408,37.6666476,3850,STANLEY BL,,PLEASANTON,,,94566,946-4631-29,2bb56fc1fca5fa38
-121.8653965,37.6664878,79,SUNFLOWER HILL WY,,PLEASANTON,,,94566,946-4631-28,34ac40ac68ddf73f
-121.8653979,37.6663968,85,SUNFLOWER HILL WY,,PLEASANTON,,,94566,946-4631-27,4b0ad6ac877f0af8
-121.8653572,37.6663043,91,SUNFLOWER HILL WY,,PLEASANTON,,,94566,946-4631-26,60b5a2600de91b14
-121.8653256,37.666214,97,SUNFLOWER HILL WY,,PLEASANTON,,,94566,946-4631-25,324bd8bf4fd660e6
-121.865537,37.6661305,113,CAVESTRI CI,,PLEASANTON,,,94566,946-4631-24,7904d3c816c7d176
-121.8655686,37.6662208,107,CAVESTRI CI,,PLEASANTON,,,94566,946-4631-23,85d182b743a611ed
-121.8656093,37.6663133,101,CAVESTRI CI,,PLEASANTON,,,94566,946-4631-22,b3058633ecc22fea
-121.8657054,37.6664791,3930,CAVESTRI CI,,PLEASANTON,,,94566,946-4631-21,3700d941afcda289
-121.8658177,37.6663919,3936,CAVESTRI CI,,PLEASANTON,,,94566,946-4631-20,074eea2054a484fd
-121.8658767,37.666334,3942,CAVESTRI CI,,PLEASANTON,,,94566,946-4631-19,9c80072deb585176
-121.8659473,37.6662617,3948,CAVESTRI CI,,PLEASANTON,,,94566,946-4631-18,a7f8c5d9421dd5a2
-121.8657283,37.6660949,3951,CAVESTRI CI,,PLEASANTON,,,94566,946-4631-17,afe7a7a317fda562
-121.8658449,37.6660769,3957,CAVESTRI CI,,PLEASANTON,,,94566,946-4631-16,042fafc1f115268d
-121.8659674,37.6660492,3963,CAVESTRI CI,,PLEASANTON,,,94566,946-4631-15,51a330a6a905db60
-121.8661472,37.66604,3954,CAVESTRI CI,,PLEASANTON,,,94566,946-4631-14,b1e63478d7747696
-121.8662845,37.6658405,3855,NEVADA ST,,PLEASANTON,,,94566,946-4631-13,b2ea912cc90edd99
-121.8661196,37.6658424,3849,NEVADA ST,,PLEASANTON,,,94566,946-4631-12,fbb618893ac6c06f
-121.8659907,37.6658487,3843,NEVADA ST,,PLEASANTON,,,94566,946-4631-11,7239a313e0c0f89a
-121.865844,37.6658599,3837,NEVADA ST,,PLEASANTON,,,94566,946-4631-10,d4f97175c65471ee
-121.8656708,37.6659049,3831,NEVADA ST,,PLEASANTON,,,94566,946-4631-9,5a851820b687a536
-121.8654084,37.665989,3825,NEVADA ST,,PLEASANTON,,,94566,946-4631-8,16b10ee353007fbf
-121.8652624,37.6660431,3819,NEVADA ST,,PLEASANTON,,,94566,946-4631-7,20a7c29d9d60b7ed
-121.8649254,37.6661472,3813,NEVADA ST,,PLEASANTON,,,94566,946-4630-60,bdede8eb0f68c1e1
-121.8647735,37.6662038,3807,NEVADA ST,,PLEASANTON,,,94566,946-4630-59,2d337dd7e08b4a93
-121.8645975,37.6662559,3801,NEVADA ST,,PLEASANTON,,,94566,946-4630-58,a88fb81a6f79c22b
-121.8646515,37.6664221,3803,ROBBY CT,,PLEASANTON,,,94566,946-4630-57,8b76f6e56662e590
-121.864768,37.6663946,3809,ROBBY CT,,PLEASANTON,,,94566,946-4630-56,8cf99da70d7c368d
-121.8648723,37.6663552,3815,ROBBY CT,,PLEASANTON,,,94566,946-4630-55,8a7c2318e4f90b08
-121.8649826,37.6663229,3821,ROBBY CT,,PLEASANTON,,,94566,946-4630-54,b7b73e8726b2d43f
-121.8650833,37.6667414,3818,BRUMM CT,,PLEASANTON,,,94566,946-4630-54,a910e1f74ee0ecb3
-121.8649572,37.6667333,3812,BRUMM CT,,PLEASANTON,,,94566,946-4630-53,c04a6eb2db9bb65e
-121.8648403,37.6667371,3806,BRUMM CT,,PLEASANTON,,,94566,946-4630-52,e79949b4b6b1b222
-121.8647022,37.6667339,3800,BRUMM CT,,PLEASANTON,,,94566,946-4630-51,e401671584af0ab6
-121.8647061,37.6669437,60,SUNFLOWER HILL WY,,PLEASANTON,,,94566,946-4630-50,e5e397173903ee42
-121.8648141,37.6669448,66,SUNFLOWER HILL WY,,PLEASANTON,,,94566,946-4630-49,b5379c30577a66bd
-121.8649221,37.6669459,72,SUNFLOWER HILL WY,,PLEASANTON,,,94566,946-4630-48,63634f8bfb21bd96
-121.8650691,37.666949,78,SUNFLOWER HILL WY,,PLEASANTON,,,94566,946-4630-47,ba6e0a1cee63fbc7
-121.8654405,37.6669068,3844,STANLEY BL,,PLEASANTON,,,94566,946-4630-45,7ed62ac24702b85c
-121.8654242,37.6670448,3838,STANLEY BL,,PLEASANTON,,,94566,946-4630-44,c99e4f45bf872afc
-121.8652685,37.6671756,3832,STANLEY BL,,PLEASANTON,,,94566,946-4630-43,e847c84394e963df
-121.8651324,37.6672621,3826,STANLEY BL,,PLEASANTON,,,94566,946-4630-42,70aa9c531e66d53e
-121.8650324,37.6673243,3820,STANLEY BL,,PLEASANTON,,,94566,946-4630-41,0bfc1a148ed49ba1
-121.8649274,37.6674016,3814,STANLEY BL,,PLEASANTON,,,94566,946-4630-40,8b480dcf48e4cd59
-121.8646434,37.6672877,33,IRBY RANCH DR,,PLEASANTON,,,94566,946-4630-38,4d17dc64cfe79faf
-121.8647806,37.6675115,3760,STANLEY BL,,PLEASANTON,,,94566,946-4630-39,2fb3676f4c10f3ef
-121.8648177,37.667471,3808,STANLEY BL,,PLEASANTON,,,94566,946-4630-39,19c4736587c715bf
-121.8642973,37.667225,38,IRBY RANCH DR,,PLEASANTON,,,94566,946-4630-37,e44fc74ccbbc3f93
-121.8643199,37.6673105,32,IRBY RANCH DR,,PLEASANTON,,,94566,946-4630-36,634c6d3b8f41feae
-121.8643307,37.6674106,26,IRBY RANCH DR,,PLEASANTON,,,94566,946-4630-35,2b1e26df10969640
-121.8643834,37.6675006,20,IRBY RANCH DR,,PLEASANTON,,,94566,946-4630-34,a37c8f766244c315
-121.8641401,37.667644,21,HUESTED ST,,PLEASANTON,,,94566,946-4630-33,44a0469559771c3c
-121.8640908,37.6675755,27,HUESTED ST,,PLEASANTON,,,94566,946-4630-32,6ae2143fc8bfaded
-121.8640714,37.667497,33,HUESTED ST,,PLEASANTON,,,94566,946-4630-31,f64f05e4122f2902
-121.8640399,37.6674163,39,HUESTED ST,,PLEASANTON,,,94566,946-4630-30,9e563e89cc6a1b50
-121.8640413,37.6673305,45,HUESTED ST,,PLEASANTON,,,94566,946-4630-29,5ef965dbaa412d66
-121.8640429,37.6672518,51,HUESTED ST,,PLEASANTON,,,94566,946-4630-28,0b1667682e252d7e
-121.8640322,37.6671589,57,HUESTED ST,,PLEASANTON,,,94566,946-4630-27,2907bdf321d510f1
-121.8640967,37.6679339,3784,STANLEY BL,,PLEASANTON,,,94566,946-4630-14,a04dd878fbd3fcab
-121.8639851,37.6679954,3778,STANLEY BL,,PLEASANTON,,,94566,946-4630-13,34c0bddbe58c2476
-121.8638837,37.6680599,3772,STANLEY BL,,PLEASANTON,,,94566,946-4630-12,03adce150d97c259
-121.8637865,37.6681209,3766,STANLEY BL,,PLEASANTON,,,94566,946-4630-11,abb5e4c9645becd8
-121.8637879,37.6670854,52,HUESTED ST,,PLEASANTON,,,94566,946-4630-26,97fd20833b4e2cb8
-121.8637695,37.6672263,46,HUESTED ST,,PLEASANTON,,,94566,946-4630-25,61f4068b6025a21a
-121.8637807,37.6673478,40,HUESTED ST,,PLEASANTON,,,94566,946-4630-24,da43f49fa3425d73
-121.8637914,37.6674407,34,HUESTED ST,,PLEASANTON,,,94566,946-4630-23,c085ce64364ab9b7
-121.8638051,37.6675311,28,HUESTED ST,,PLEASANTON,,,94566,946-4630-22,ded2e8b5a192cd9b
-121.8638369,37.6676309,22,HUESTED ST,,PLEASANTON,,,94566,946-4630-21,f747e217dd7b190b
-121.8639062,37.6677656,3792,MCKINNEY LN,,PLEASANTON,,,94566,946-4630-20,9a09a1b025520ad5
-121.8638334,37.6678041,3786,MCKINNEY LN,,PLEASANTON,,,94566,946-4630-19,6f6cb1d493806e53
-121.8637518,37.6678454,3780,MCKINNEY LN,,PLEASANTON,,,94566,946-4630-18,6d3b39da3ccd8252
-121.8645021,37.6676732,3802,STANLEY BL,,PLEASANTON,,,94566,946-4630-17,077d945fa12631f2
-121.864395,37.6677391,3796,STANLEY BL,,PLEASANTON,,,94566,946-4630-16,82b1e7b1992e6aef
-121.8642844,37.6677937,3790,STANLEY BL,,PLEASANTON,,,94566,946-4630-15,79b0f8ce79309659
-121.8649939,37.6671026,3780,STANLEY BL,,PLEASANTON,,,94566,946-4630-7,add5ff9aaf530177
-121.8656574,37.6668333,3878,STANLEY BL,,PLEASANTON,,,94566,946-4630-4,ab845ac2f467071e
-121.8639541,37.6664559,3701,NEVADA ST,,PLEASANTON,,,94566,946-4630-2,b1fd730b443a2ecb
-122.2376225,37.7853467,2141,E 15TH ST,,OAKLAND,,,94606,20-150-21,bfad668f5894a2b6
-122.236831,37.8555108,190,ALVARADO RD,,BERKELEY,,,94705,64-4229-19,342caa245474ec91
-122.0402983,37.5216046,37569,ENTERPRISE CT,STE D,NEWARK,,,94560,92-251-10-2,33225db95e3064d3
-122.0402983,37.5216046,37569,ENTERPRISE CT,STE E,NEWARK,,,94560,92-251-10-2,f7ede26a270992ff
-122.0402983,37.5216046,37569,ENTERPRISE CT,STE F,NEWARK,,,94560,92-251-10-2,3fdb2282684d3506
-122.0402983,37.5216046,37569,ENTERPRISE CT,STE G,NEWARK,,,94560,92-251-10-2,c00bf55eec4d93b6
-122.0402983,37.5216046,37569,ENTERPRISE CT,STE A,NEWARK,,,94560,92-251-10-2,a87bc889c55b039b
-122.0402983,37.5216046,37569,ENTERPRISE CT,STE B,NEWARK,,,94560,92-251-10-2,08dd6bd3b0b3fcfc
-122.0402983,37.5216046,37569,ENTERPRISE CT,STE C,NEWARK,,,94560,92-251-10-2,e6292860dca0a326
-122.0402983,37.5216046,37569,ENTERPRISE CT,,NEWARK,,,94560,92-251-10-2,a5bf0b69c0a93d89
-122.0407074,37.521667,37557,ENTERPRISE CT,STE A,NEWARK,,,94560,92-251-8-1,0a18865c2950a9da
-122.0407074,37.521667,37557,ENTERPRISE CT,STE B,NEWARK,,,94560,92-251-8-1,f4acf939274501c6
-122.0407074,37.521667,37557,ENTERPRISE CT,STE C,NEWARK,,,94560,92-251-8-1,d35246b68f6b9055
-122.0407074,37.521667,37557,ENTERPRISE CT,STE D,NEWARK,,,94560,92-251-8-1,8120c7b9a2fae26c
-122.0407074,37.521667,37557,ENTERPRISE CT,STE E,NEWARK,,,94560,92-251-8-1,d91a2bfab26d39ef
-122.0407074,37.521667,37557,ENTERPRISE CT,STE F,NEWARK,,,94560,92-251-8-1,bbd363810e1af60e
-122.0407074,37.521667,37557,ENTERPRISE CT,STE G,NEWARK,,,94560,92-251-8-1,5da4d0b144a8a5a7
-122.0407074,37.521667,37557,ENTERPRISE CT,STE H,NEWARK,,,94560,92-251-8-1,55af9c9382790631
-122.0407074,37.521667,37557,ENTERPRISE CT,,NEWARK,,,94560,92-251-8-1,f545d3417b6b1e27
-122.2445225,37.8464088,6020,OCEAN VIEW DR,,OAKLAND,,,94618,48A-7110-40,e95e8f1c5ce10b26
-122.2063491,37.8379696,6281,ASPINWALL RD,,OAKLAND,,,94611,48F-7381-35-2,939cfaaa92f12bb5
-122.0486619,37.6979936,4918,JENSEN RD,,CASTRO VALLEY,,,94552,85-5450-54,437860c5ac383c07
-122.04845,37.6980478,4924,JENSEN RD,,CASTRO VALLEY,,,94552,85-5450-53,39862e5fd1d70d37
-122.0485544,37.698022,4922,JENSEN RD,,CASTRO VALLEY,,,94552,85-5450-53,fe17ee7e6dafb0ec
-122.0480675,37.6979257,4932,JENSEN RD,,CASTRO VALLEY,,,94552,85-5450-52,b4f7e4eead612d89
-122.0481065,37.6980185,4930,JENSEN RD,,CASTRO VALLEY,,,94552,85-5450-52,09c9f3e518b8acee
-122.1110275,37.6793953,145,MEDFORD AV,A,HAYWARD,,,94541,429-10-95,868c96f554eff89b
-122.1109957,37.6796274,147,MEDFORD AV,,HAYWARD,,,94541,429-10-94,c72dbdcd2a0c98d7
-122.1112109,37.6798406,145,MEDFORD AV,,HAYWARD,,,94541,429-10-93,736c735141e13686
-121.8621267,37.6764401,3420,CORNERSTONE CT,,PLEASANTON,,,94588,946-4629-2-1,3d60b2add22a736a
-121.8618534,37.676213,3410,CORNERSTONE CT,,PLEASANTON,,,94588,946-4629-2-1,bb86f0d6e721404c
-121.8627795,37.6761677,3430,CORNERSTONE CT,,PLEASANTON,,,94588,946-4629-8-2,179320166842e041
-122.2908508,37.8549498,2817,EIGHTH ST,,BERKELEY,,,94710,53-1659-34,0a427caff4d842c8
-122.0993694,37.6643478,22835,MONO ST,,HAYWARD,,,94541,431-88-27-4,bc639427149b1ba5
-122.0993741,37.6644512,22787,AMADOR ST,,HAYWARD,,,94541,431-88-26-5,e644c19b840be6e3
-122.0994254,37.664668,22727,MONO ST,,HAYWARD,,,94541,431-88-26-5,09cb7b9bde560db8
-122.0995078,37.6646281,22739,MONO ST,,HAYWARD,,,94541,431-88-26-5,cb708200c6208ebf
