LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-122.0994126,37.6645798,22741,MONO ST,,HAYWARD,,,94541,431-88-26-5,c9272c7bcfda5105
-122.0994343,37.6646775,22733,MONO ST,,HAYWARD,,,94541,431-88-26-5,234571a194f27ed1
-122.0994646,37.6646087,22743,MONO ST,,HAYWARD,,,94541,431-88-26-5,5c5d599b92f122ca
-122.0995039,37.664671,22735,MONO ST,,HAYWARD,,,94541,431-88-26-5,24cbddd9076df23a
-122.0994801,37.6647011,22729,AMADOR ST,,HAYWARD,,,94541,431-88-26-5,01ef126ca5dafb59
-122.0994673,37.6645749,22745,AMADOR ST,,HAYWARD,,,94541,431-88-26-5,36b3ad528bf9c3ab
-122.0993605,37.6645104,22785,AMADOR ST,,HAYWARD,,,94541,431-88-26-5,948a53203677c82c
-122.0994598,37.6645954,22737,AMADOR ST,,HAYWARD,,,94541,431-88-26-5,e65d1e34a78c2db7
-122.2678599,37.8140223,490,24TH ST,,OAKLAND,,,94612,8-674-42,709a6ee2612637b3
-122.2318213,37.7534478,3290,MADISON ST,,ALAMEDA,,,94501,69-28-135-3,21e9ab3196de75d8
-121.8507999,37.7432091,7291,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-84,1b5847b8e65f28cb
-121.8508065,37.7430755,7287,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-83,b3c3b490488177bc
-121.8508385,37.7429343,7283,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-82,3739c1aed6b7b5c5
-121.8508794,37.7427933,7275,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-81,ce505e3eedc46997
-121.8509114,37.7426522,7267,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-80,fa7c7b79a020dd14
-121.8509343,37.7425167,7259,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-79,398db6d431f337bd
-121.8509809,37.7423737,7251,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-78,424ae951ee3afb23
-121.85105,37.7422402,7243,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-77,65a857f047f2ae46
-121.8510974,37.7421065,7235,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-76,3fd93458e0578146
-121.8511606,37.7419804,7227,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-75,6e11b2ea76361d99
-121.8512246,37.7418274,7219,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-74,57471d9496e4d408
-121.8512841,37.7417107,7213,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-73,3bbadac2ad2b95e1
-121.8513288,37.7415909,7207,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-72,8313468908c53fba
-121.8514002,37.7414545,7203,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-71,8eeda15eff2941bf
-121.8514763,37.7413426,7195,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-70,9b94d46e22d09485
-121.8515374,37.7412015,7187,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-69,7840b5c1a2401f4f
-121.851597,37.7410848,7179,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-68,cd0ab8e460f287c2
-121.8516416,37.740965,7171,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-67,40c9ce335bd043e0
-121.851713,37.7408286,7163,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-66,d3b7b85054dc2242
-121.8538498,37.7415502,2799,LAHONTAN WY,,DUBLIN,,,94568,985-130-56,bb0c1abc517642b6
-121.8536798,37.7416118,2793,LAHONTAN WY,,DUBLIN,,,94568,985-130-55,a566ff090ac3d32d
-121.8534825,37.7416593,2785,LAHONTAN WY,,DUBLIN,,,94568,985-130-54,a76f6267987ef001
-121.8532942,37.7417068,2777,LAHONTAN WY,,DUBLIN,,,94568,985-130-53,f69f98ec1f41472f
-121.8531024,37.7417257,2769,LAHONTAN WY,,DUBLIN,,,94568,985-130-52,6dd80d623bf35925
-121.8529079,37.7417613,2763,LAHONTAN WY,,DUBLIN,,,94568,985-130-51,cb6db92bc68540f0
-121.852722,37.7417754,2759,LAHONTAN WY,,DUBLIN,,,94568,985-130-50,c2466acdf5f7858b
-121.8525327,37.7417656,2753,LAHONTAN WY,,DUBLIN,,,94568,985-130-49,5515f0373f92b5b8
-121.8523401,37.741744,2745,LAHONTAN WY,,DUBLIN,,,94568,985-130-48,efcc0fa85f726423
-121.8521415,37.74172,2737,LAHONTAN WY,,DUBLIN,,,94568,985-130-47,1147c894c2748d5a
-121.8518861,37.7415968,7202,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-46,8971f21e591f2cf0
-121.8518147,37.7417332,7206,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-45,ec5ee99f3659cd77
-121.85177,37.7418529,7210,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-44,002e79bc93f47199
-121.8517105,37.7419696,7218,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-43,1c3022f51cb03ca1
-121.8516466,37.7421227,7226,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-42,46afb15d9e5f833e
-121.8515834,37.7422487,7232,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-41,4c9b9f43e8f80798
-121.851536,37.7423825,7242,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-40,acc11b40bc32be69
-121.8514669,37.7425159,7250,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-39,86429edef5600166
-121.8514203,37.742659,7262,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-38,47bfdd774921915d
-121.8513974,37.7427944,7270,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-37,2a86a3bc6f5ff2e0
-121.8513654,37.7429356,7282,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-36,3477fbf511d090bc
-121.8513485,37.7430763,7290,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-35,d5a80643a56dca77
-121.8513165,37.7432175,7298,LEMBERT HILLS DR,,DUBLIN,,,94568,985-130-34,06fb7f90d3a751a1
-121.8517367,37.7432339,2677,MOUNT DANA DR,,DUBLIN,,,94568,985-130-33,3ab8cdf948081913
-121.851791,37.7430831,2673,MOUNT DANA DR,,DUBLIN,,,94568,985-130-32,a461589745c32b47
-121.8518248,37.7429611,2669,MOUNT DANA DR,,DUBLIN,,,94568,985-130-31,b6be8b989a93ce1b
-121.8518646,37.742839,2665,MOUNT DANA DR,,DUBLIN,,,94568,985-130-30,d85e93baf2157779
-121.8519163,37.7427097,2639,MOUNT DANA CT,,DUBLIN,,,94568,985-130-29,b040f3013732705e
-121.8519501,37.7425877,2635,MOUNT DANA CT,,DUBLIN,,,94568,985-130-28,3efc36485d2a13a8
-121.8519899,37.7424657,2631,MOUNT DANA CT,,DUBLIN,,,94568,985-130-27,53ae607ebcb8ba41
-121.8520388,37.7423459,2627,MOUNT DANA CT,,DUBLIN,,,94568,985-130-26,9183013602d7c73a
-121.8520726,37.7422239,2623,MOUNT DANA CT,,DUBLIN,,,94568,985-130-25,51d8c8a012e7ac3b
-121.8521124,37.7421018,2619,MOUNT DANA CT,,DUBLIN,,,94568,985-130-24,0ce0d298431b89eb
-121.852155,37.7419678,2615,MOUNT DANA CT,,DUBLIN,,,94568,985-130-23,ef35808d147cf823
-121.8527957,37.742032,2616,MOUNT DANA CT,,DUBLIN,,,94568,985-130-22,669a1b0a1c4899fc
-121.8527568,37.7422017,2620,MOUNT DANA CT,,DUBLIN,,,94568,985-130-21,afa2e266b73f16fc
-121.8525433,37.742352,2626,MOUNT DANA CT,,DUBLIN,,,94568,985-130-20,b465951c770a2ee2
-121.8524827,37.7424838,2630,MOUNT DANA CT,,DUBLIN,,,94568,985-130-19,5f67f2a1dec58af4
-121.8524429,37.7426083,2636,MOUNT DANA CT,,DUBLIN,,,94568,985-130-18,ec6ffef1dad8ec30
-121.8523827,37.7427663,2638,MOUNT DANA CT,,DUBLIN,,,94568,985-130-17,97a80354a8b4d7a6
-121.852815,37.7425992,2782,CATHEDRAL ROCK LN,,DUBLIN,,,94568,985-130-16,c65a7938b343abfd
-121.8530029,37.742485,2796,CATHEDRAL ROCK LN,,DUBLIN,,,94568,985-130-15,99ab6b6a1fd10d6b
-121.8531439,37.7424203,2802,CATHEDRAL ROCK LN,,DUBLIN,,,94568,985-130-14,e79f18934fabfdc5
-121.8532779,37.7423622,2808,CATHEDRAL ROCK LN,,DUBLIN,,,94568,985-130-13,f5794f4524e1e98b
-121.8534194,37.7423086,2816,CATHEDRAL ROCK LN,,DUBLIN,,,94568,985-130-12,7c25e711d0ef345c
-121.8535605,37.7422496,2822,CATHEDRAL ROCK LN,,DUBLIN,,,94568,985-130-11,349a8800df68d07e
-121.8536945,37.7421914,2838,CATHEDRAL ROCK LN,,DUBLIN,,,94568,985-130-10,ebd142ac15fed4ec
-121.8538325,37.7421422,2850,CATHEDRAL ROCK LN,,DUBLIN,,,94568,985-130-9,5c7c907c300122f4
-121.8539735,37.7420775,2858,CATHEDRAL ROCK LN,,DUBLIN,,,94568,985-130-8,3506c244e2260d58
-121.85412,37.7420092,2866,CATHEDRAL ROCK LN,,DUBLIN,,,94568,985-130-7,4aa7351023a304a4
-121.8542504,37.7419171,2882,CATHEDRAL ROCK LN,,DUBLIN,,,94568,985-130-6,cf5fc7a9b3dfe6ec
-121.8536602,37.7402494,2812,DELAMAR DR,,DUBLIN,,,94568,985-126-151,52a30abd39991681
-121.8538357,37.7401592,2826,DELAMAR DR,,DUBLIN,,,94568,985-126-150,e68cd28687e83521
-121.8539904,37.7400787,2830,DELAMAR DR,,DUBLIN,,,94568,985-126-149,27df2dd6d906c1f2
-121.8541571,37.7400029,2838,DELAMAR DR,,DUBLIN,,,94568,985-126-148,c71956593f92aa3f
-121.8543333,37.7399532,2850,DELAMAR DR,,DUBLIN,,,94568,985-126-147,705c5d65a69ba355
-121.8545126,37.7399058,2858,DELAMAR DR,,DUBLIN,,,94568,985-126-146,e3e85c1e389f9343
-121.8547012,37.739875,2866,DELAMAR DR,,DUBLIN,,,94568,985-126-145,a8a5102c2c97401f
-121.8548878,37.7398681,2872,DELAMAR DR,,DUBLIN,,,94568,985-126-144,9cfd0ba0f8c8d918
-121.8550678,37.7398584,2880,DELAMAR DR,,DUBLIN,,,94568,985-126-143,8781b08bcf7882b5
-121.8552718,37.7398504,2888,DELAMAR DR,,DUBLIN,,,94568,985-126-142,a1b389666d6f17b1
-121.8554659,37.7398252,2892,DELAMAR DR,,DUBLIN,,,94568,985-126-141,1f3b69e5a6631621
-121.8556221,37.7397963,2906,DELAMAR DR,,DUBLIN,,,94568,985-126-140,95ddf0d35e53b934
-121.8557966,37.7397532,2912,DELAMAR DR,,DUBLIN,,,94568,985-126-139,8382e16616045c83
-121.8559805,37.739692,2920,DELAMAR DR,,DUBLIN,,,94568,985-126-138,824e63165603730a
-121.8561442,37.7396186,2938,DELAMAR DR,,DUBLIN,,,94568,985-126-137,e4407d33eec91d5b
-121.8563168,37.7395332,2952,DELAMAR DR,,DUBLIN,,,94568,985-126-136,87748d2e1ef1b80c
-121.8564711,37.7394312,2962,DELAMAR DR,,DUBLIN,,,94568,985-126-135,c742583aacc1a71b
-121.8566042,37.7393224,2970,DELAMAR DR,,DUBLIN,,,94568,985-126-134,10c01ad57136611b
-121.8567401,37.7391993,2978,DELAMAR DR,,DUBLIN,,,94568,985-126-133,b19f6721d254f5c4
-121.856867,37.739081,2986,DELAMAR DR,,DUBLIN,,,94568,985-126-132,964a003abd7ded0c
-121.8569881,37.7389723,2992,DELAMAR DR,,DUBLIN,,,94568,985-126-131,a946586aac414a67
-121.8571182,37.7388635,3002,DELAMAR DR,,DUBLIN,,,94568,985-126-130,dbb18395e06bfd17
-121.8572483,37.7387547,3010,DELAMAR DR,,DUBLIN,,,94568,985-126-129,5fa21dee26601f02
-121.8573872,37.7386315,3018,DELAMAR DR,,DUBLIN,,,94568,985-126-128,d3ca2ea5421dc0df
-121.8570817,37.7394933,2977,DELAMAR DR,,DUBLIN,,,94568,985-126-127,3eacd014280005c3
-121.8569428,37.7396165,2969,DELAMAR DR,,DUBLIN,,,94568,985-126-126,7abf8165be546202
-121.8568097,37.7397278,2961,DELAMAR DR,,DUBLIN,,,94568,985-126-125,a2e2558cafcdc973
-121.8566676,37.7398367,2953,DELAMAR DR,,DUBLIN,,,94568,985-126-124,decad90017ccee8d
-121.8561007,37.7400721,2921,DELAMAR DR,,DUBLIN,,,94568,985-126-123,6dbf73bb14ade5e5
-121.8559169,37.7401333,2913,DELAMAR DR,,DUBLIN,,,94568,985-126-122,22074803b912020e
-121.8557304,37.7401813,2905,DELAMAR DR,,DUBLIN,,,94568,985-126-121,bf8f24e833d63dc6
-121.8555293,37.7402179,2897,DELAMAR DR,,DUBLIN,,,94568,985-126-120,e32362f57ae54f6f
-121.8553352,37.740243,2889,DELAMAR DR,,DUBLIN,,,94568,985-126-119,a68be8a3521b230d
-121.8551312,37.7402511,2881,DELAMAR DR,,DUBLIN,,,94568,985-126-118,6816585bce9afb2d
-121.8549511,37.7402513,2873,DELAMAR DR,,DUBLIN,,,94568,985-126-117,7b49fa5067f4dcb7
-121.8547614,37.7402534,2865,DELAMAR DR,,DUBLIN,,,94568,985-126-116,9f3e9114411855ba
-121.854573,37.7402938,2851,DELAMAR DR,,DUBLIN,,,94568,985-126-115,ed2a5d21b176aaeb
-121.8543968,37.7403458,2835,DELAMAR DR,,DUBLIN,,,94568,985-126-114,7b51dea518238e7d
-121.8542238,37.7404098,2831,DELAMAR DR,,DUBLIN,,,94568,985-126-113,6682f87417ad8756
-121.8540571,37.7404857,2823,DELAMAR DR,,DUBLIN,,,94568,985-126-112,0406f91f6ba91a2d
-121.8539025,37.7405733,2815,DELAMAR DR,,DUBLIN,,,94568,985-126-111,65e774f71c05438b
-121.853727,37.7406635,2803,DELAMAR DR,,DUBLIN,,,94568,985-126-110,9f7016a100fbbeba
-121.8519947,37.7412401,2722,LAHONTAN WY,,DUBLIN,,,94568,985-130-65,805ff0a0b65e61ca
-121.8521939,37.7412998,2736,LAHONTAN WY,,DUBLIN,,,94568,985-130-64,79591d4ef5a71054
-121.8523925,37.7413238,2748,LAHONTAN WY,,DUBLIN,,,94568,985-130-63,6a412a7dcc281be8
-121.8525851,37.7413454,2752,LAHONTAN WY,,DUBLIN,,,94568,985-130-62,0bf265a306e95441
-121.8527923,37.7413525,2762,LAHONTAN WY,,DUBLIN,,,94568,985-130-61,01837039c3f7be58
-121.8529902,37.741336,2770,LAHONTAN WY,,DUBLIN,,,94568,985-130-60,44a182b76007c2f5
-121.8531967,37.7413002,2788,LAHONTAN WY,,DUBLIN,,,94568,985-130-59,29b25f451e9c926e
-121.853385,37.7412551,2790,LAHONTAN WY,,DUBLIN,,,94568,985-130-58,c8dcbbc1d2df2238
-121.85357,37.741191,2798,LAHONTAN WY,,DUBLIN,,,94568,985-130-57,be6be98f559c4726
-121.9684598,37.4944809,5493,CUSHING PW,1,FREMONT,,,94538,525-1691-11,f068fa9eaae2e893
-122.2861574,37.8260969,3428,HELEN ST,,OAKLAND,,,94608,7-609-47,fb4f196acbac42ce
-121.7764336,37.678258,1541,SECOND ST,,LIVERMORE,,,94550,97-24-12,59e026fdd3b89e30
-121.7763609,37.6782817,1545,SECOND ST,,LIVERMORE,,,94550,97-24-11,bbaef16d218e2197
-121.7762701,37.6783075,1549,SECOND ST,,LIVERMORE,,,94550,97-24-10,643202dbf2901111
-121.7761997,37.6783311,1553,SECOND ST,,LIVERMORE,,,94550,97-24-9,32c658cffca905d4
-121.7761149,37.6783559,1557,SECOND ST,,LIVERMORE,,,94550,97-24-8,862ed4c1106543c2
-121.7760421,37.6783739,1561,SECOND ST,,LIVERMORE,,,94550,97-24-7,663b04201b4f43e4
-121.7758791,37.6783472,235,S P ST,,LIVERMORE,,,94550,97-24-6,6028a758c81fb98d
-121.775949,37.678474,1565,SECOND ST,,LIVERMORE,,,94550,97-24-5,77cb6b88c8ac714b
-122.2958767,37.8758378,1016,JONES ST,,BERKELEY,,,94710,59-2311-29,bca78b4521b490a3
-122.0820991,37.7187763,4659,PROCTOR RD,,CASTRO VALLEY,,,94546,84D-1403-3-8,9f1d52cb0eb2770b
-122.0824132,37.718804,4651,PROCTOR RD,,CASTRO VALLEY,,,94546,84D-1403-1-7,4bf4a444c77ed2de
-122.2661371,37.8277947,3883,TURQUOISE WY,,OAKLAND,,,94609,12-1025-14,b4d5758766cfc155
-121.9001274,37.7086115,5789,NUGGET WY,,DUBLIN,,,94568,986-59-55,fcd8f3757187c190
-121.9003339,37.7086147,5807,NUGGET WY,,DUBLIN,,,94568,986-59-54,b2173fea61fc412e
-121.9005536,37.7086135,5821,NUGGET WY,,DUBLIN,,,94568,986-59-53,6aed5cf71794677a
-121.9007698,37.7086132,5837,NUGGET WY,,DUBLIN,,,94568,986-59-52,f4d23973ea27c8d6
-121.9009823,37.7086129,5855,NUGGET WY,,DUBLIN,,,94568,986-59-51,ffdfcd80275bdb8c
-121.9012203,37.7086136,5869,NUGGET WY,,DUBLIN,,,94568,986-59-50,0573f43ddbbc90f8
-121.901216,37.7087865,5801,BEECHWOOD LP,,DUBLIN,,,94568,986-59-49,d7c825026ee89067
-121.9009781,37.7087858,5809,BEECHWOOD LP,,DUBLIN,,,94568,986-59-48,f677f27517a3fa98
-121.9007655,37.7087861,5815,BEECHWOOD LP,,DUBLIN,,,94568,986-59-47,f6233eb76a7d6eb6
-121.9005494,37.7087865,5823,BEECHWOOD LP,,DUBLIN,,,94568,986-59-46,af36ff4792ff2077
-121.9003297,37.7087876,5829,BEECHWOOD LP,,DUBLIN,,,94568,986-59-45,a0b471b1b76e8bfd
-121.9001232,37.7087844,5835,BEECHWOOD LP,,DUBLIN,,,94568,986-59-44,3c3de29e239ea187
-121.9005146,37.7090453,5826,BEECHWOOD LP,,DUBLIN,,,94568,986-59-43,11e767b585662f4c
-121.9007308,37.709045,5812,BEECHWOOD LP,,DUBLIN,,,94568,986-59-42,8908af4c71577664
-121.9009433,37.7090447,5806,BEECHWOOD LP,,DUBLIN,,,94568,986-59-41,e1fe6229e29e0d81
-121.9011813,37.7090453,5800,BEECHWOOD LP,,DUBLIN,,,94568,986-59-40,4ef47e952c02271b
-121.9012594,37.7091333,5941,ROSEWOOD RD,,DUBLIN,,,94568,986-59-40,6edb8e2cd0647060
-121.9011763,37.7092256,5892,BEECHWOOD LP,,DUBLIN,,,94568,986-59-39,1fdd19b7d85dd7cf
-121.9009383,37.709225,5882,BEECHWOOD LP,,DUBLIN,,,94568,986-59-38,75141f915b37242e
-121.9007258,37.7092253,5876,BEECHWOOD LP,,DUBLIN,,,94568,986-59-37,3c89735c4aab1f92
-121.9005096,37.7092256,5868,BEECHWOOD LP,,DUBLIN,,,94568,986-59-36,3e7f23615f5c9bee
-121.9001123,37.7090467,5847,BEECHWOOD LP,,DUBLIN,,,94568,986-59-35,d4493f8673c347da
-121.9001066,37.7092213,5853,BEECHWOOD LP,,DUBLIN,,,94568,986-59-34,a566c928260586c4
-121.9001139,37.7094878,5859,BEECHWOOD LP,,DUBLIN,,,94568,986-59-33,773fc6fe222a0bdd
-121.9003204,37.7094911,5865,BEECHWOOD LP,,DUBLIN,,,94568,986-59-32,3741db5d402979ac
-121.9005401,37.7094899,5873,BEECHWOOD LP,,DUBLIN,,,94568,986-59-31,e7e34ba222f0e846
-121.9007563,37.7094896,5879,BEECHWOOD LP,,DUBLIN,,,94568,986-59-30,88f302f8083f9a85
-121.9009688,37.7094893,5885,BEECHWOOD LP,,DUBLIN,,,94568,986-59-29,f18a3d3d03b9f2d8
-121.9012068,37.7094899,5891,BEECHWOOD LP,,DUBLIN,,,94568,986-59-28,43e9e0d634e6f496
-121.9012025,37.7096628,5786,JUNIPER WY,,DUBLIN,,,94568,986-59-27,8143185f183fa6cb
-121.9009646,37.7096622,5778,JUNIPER WY,,DUBLIN,,,94568,986-59-26,2325fb9358c6ec08
-121.900752,37.7096625,5772,JUNIPER WY,,DUBLIN,,,94568,986-59-25,26ea7a623e8f6682
-121.9005359,37.7096628,5766,JUNIPER WY,,DUBLIN,,,94568,986-59-24,0d68782a1c57c8c3
-121.9003162,37.709664,5758,JUNIPER WY,,DUBLIN,,,94568,986-59-23,3ff0512023b866f1
-121.9001097,37.7096607,5750,JUNIPER WY,,DUBLIN,,,94568,986-59-22,4f18ef2a25f599b1
-121.9000997,37.7099353,5751,JUNIPER WY,,DUBLIN,,,94568,986-59-21,39d8dbc50f0ed819
-121.900106,37.7101431,5755,JUNIPER WY,,DUBLIN,,,94568,986-59-20,e6ae9016d753cee4
-121.900656,37.7099246,5767,JUNIPER WY,,DUBLIN,,,94568,986-59-19,cb6cb5cd47fa845f
-121.9004364,37.7099258,5763,JUNIPER WY,,DUBLIN,,,94568,986-59-18,4e3802c9d5fd6282
-121.9004207,37.7101148,5759,JUNIPER WY,,DUBLIN,,,94568,986-59-17,6956b1ce3011a41b
-121.9015698,37.7096054,5986,ROSEWOOD RD,,DUBLIN,,,94568,986-59-16,c396e3d3ddc97446
-121.9015728,37.7094222,5970,ROSEWOOD RD,,DUBLIN,,,94568,986-59-15,3418735f78abde87
-121.9015762,37.7092216,5952,ROSEWOOD RD,,DUBLIN,,,94568,986-59-14,4610f762fc310bba
-121.9015794,37.7090228,5938,ROSEWOOD RD,,DUBLIN,,,94568,986-59-13,d1918c9884b8a23a
-121.9015825,37.708837,5922,ROSEWOOD RD,,DUBLIN,,,94568,986-59-12,7bfd39e4c0f85671
-121.9015857,37.708641,5906,ROSEWOOD RD,,DUBLIN,,,94568,986-59-11,74926e226c7bd9f3
-121.901546,37.7097132,5994,ROSEWOOD RD,,DUBLIN,,,94568,986-59-6,cdf3c0cb183c3e90
-122.2718874,37.8330525,860,43RD ST,,OAKLAND,,,94608,13-1089-41,391a8ad6f8113deb
-122.2724762,37.8373243,883,53RD ST,,OAKLAND,,,94608,14-1194-33,d0f846acb8c14ee7
-121.9754736,37.7075353,7931,RIDGELINE PL,,DUBLIN,,,94568,941-2834-34-1,fcb8b16fb883e8eb
-122.1438596,37.6536207,2534,BARRINGTON CT,,HAYWARD,,,94545,438-30-20,b240771b66542340
-122.1422228,37.6529667,2663,W WINTON AV,,HAYWARD,,,94545,438-30-19,6b20716133e05ad4
-122.1408077,37.6532706,2655,W WINTON AV,,HAYWARD,,,94545,438-30-19,facf05cd24e21d7c
-122.1436256,37.6506359,2893,W WINTON AV,,HAYWARD,,,94545,438-30-19,19e5787f9e9a1d28
-122.1429835,37.6508026,2851,W WINTON AV,,HAYWARD,,,94545,438-30-19,8e22bb3907aa7f37
-122.1425709,37.6510206,2725,W WINTON AV,,HAYWARD,,,94545,438-30-19,fa5169c5c0e3aa9a
-122.142168,37.6512634,2711,W WINTON AV,,HAYWARD,,,94545,438-30-19,8b1eb0f949060f4f
-122.1416951,37.6514615,2707,W WINTON AV,,HAYWARD,,,94545,438-30-19,7aac55cfd1d78c7a
-122.1434357,37.650461,2885,W WINTON AV,,HAYWARD,,,94545,438-30-19,b7d44baf4f11cf20
-122.1430277,37.6506514,2847,W WINTON AV,,HAYWARD,,,94545,438-30-19,0a838568c9a9a1d2
-122.1428534,37.650723,2849,W WINTON AV,,HAYWARD,,,94545,438-30-19,1b36e5165e04bdc4
-122.1410987,37.6517539,2695,W WINTON AV,,HAYWARD,,,94545,438-30-19,025c740439b6255a
-122.1425387,37.650882,2843,W WINTON AV,,HAYWARD,,,94545,438-30-19,11aea3e2cbab4b06
-122.1426363,37.650858,2845,W WINTON AV,,HAYWARD,,,94545,438-30-19,956056f4b6ae1a79
-122.1412163,37.6517541,2701,W WINTON AV,,HAYWARD,,,94545,438-30-19,a7b080180f422673
-122.2467284,37.8310778,4435,PIEDMONT AV,,OAKLAND,,,94611,13-1128-32,f62b72b118ebf44c
-121.8973507,37.7092897,5800,IRON HORSE PW,,DUBLIN,,,94568,986-60-133,720788bd39aa9c0c
-121.8973506,37.7093832,5812,IRON HORSE PW,,DUBLIN,,,94568,986-60-132,9b13c450c477bea9
-121.8973505,37.7094804,5820,IRON HORSE PW,,DUBLIN,,,94568,986-60-131,fbc5f8f2e1653808
-121.8973505,37.7095719,5828,IRON HORSE PW,,DUBLIN,,,94568,986-60-130,36b7f582a7f9f5a3
-121.8976376,37.7095406,5616,MULHOLLAND AV,,DUBLIN,,,94568,986-60-129,2b8494c096bfd69d
-121.8977546,37.7095407,5632,MULHOLLAND AV,,DUBLIN,,,94568,986-60-128,5b9e66c3c10ba63c
-121.8978705,37.7095398,5640,MULHOLLAND AV,,DUBLIN,,,94568,986-60-127,897d19ac7016708b
-121.8979905,37.7095412,5652,MULHOLLAND AV,,DUBLIN,,,94568,986-60-126,844545c530574c45
-121.8976385,37.7093017,5615,CENTRAL PW,,DUBLIN,,,94568,986-60-125,da29dc338600d7a1
-121.8977555,37.7093018,5623,CENTRAL PW,,DUBLIN,,,94568,986-60-124,93d96c12074a6809
-121.8978714,37.7093009,5631,CENTRAL PW,,DUBLIN,,,94568,986-60-123,2f9e71ecf3f01084
-121.8979914,37.7093023,5639,CENTRAL PW,,DUBLIN,,,94568,986-60-122,4cfcc9f237db92f6
-121.8982844,37.7092786,5881,GREENBURG RD,,DUBLIN,,,94568,986-60-121,09e96e09875a51c2
-121.8982844,37.7093721,5887,GREENBURG RD,,DUBLIN,,,94568,986-60-120,4a365fbcac11f112
-121.8982843,37.7094693,5893,GREENBURG RD,,DUBLIN,,,94568,986-60-119,bec3e28acf644316
-121.8982842,37.7095609,5899,GREENBURG RD,,DUBLIN,,,94568,986-60-118,034809fc1dcac8f1
-121.8986875,37.7095599,5898,GREENBURG RD,,DUBLIN,,,94568,986-60-117,9131d6fb54611178
-121.8986876,37.7094684,5892,GREENBURG RD,,DUBLIN,,,94568,986-60-116,296a9b6e4a92f7fe
-121.8986878,37.7092776,5880,GREENBURG RD,,DUBLIN,,,94568,986-60-114,d26914c9973f1383
-121.8986877,37.7093711,5886,GREENBURG RD,,DUBLIN,,,94568,986-60-114,05f4ac8e59113c01
-121.8989914,37.7093009,5683,CENTRAL PW,,DUBLIN,,,94568,986-60-113,9c20984f404eb3f2
-121.8991018,37.7093001,5691,CENTRAL PW,,DUBLIN,,,94568,986-60-112,078c3c1bce230997
-121.8992219,37.7093015,5699,CENTRAL PW,,DUBLIN,,,94568,986-60-111,f4ddf42525dc5e39
-121.8990204,37.7095371,5700,MULHOLLAND AV,,DUBLIN,,,94568,986-60-110,27855f222aee8873
-121.8991363,37.7095362,5706,MULHOLLAND AV,,DUBLIN,,,94568,986-60-109,5bbad9c160153d2c
-121.8992563,37.7095376,5712,MULHOLLAND AV,,DUBLIN,,,94568,986-60-108,8ec4823315818a59
-121.8992225,37.7097502,5954,LOMBARD ST,,DUBLIN,,,94568,986-60-107,5a4ffbe12547922e
-121.8992225,37.7098437,5960,LOMBARD ST,,DUBLIN,,,94568,986-60-106,d103676bdbba9a9f
-121.8992224,37.7099409,5966,LOMBARD ST,,DUBLIN,,,94568,986-60-105,6c7a6e2a92b12fa7
-121.8992223,37.7100324,5972,LOMBARD ST,,DUBLIN,,,94568,986-60-104,e07fc3e5de57e563
-121.8992222,37.710122,5978,LOMBARD ST,,DUBLIN,,,94568,986-60-104,df00819b65fd4831
-121.8992222,37.7102155,5984,LOMBARD ST,,DUBLIN,,,94568,986-60-103,67d4cefb9bc587e5
-121.8992221,37.7103127,5990,LOMBARD ST,,DUBLIN,,,94568,986-60-101,1b46b7df76484842
-121.899222,37.7104042,5996,LOMBARD ST,,DUBLIN,,,94568,986-60-100,27e7b060fd1eb093
